Player id,Radar,Scenario,Jet Picked,Reaction Time,is Correct
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,8,1,0.5183487,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,5,1,0.05049515,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,9,1,0.06258965,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,4,1,0.02992439,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,2,1,0.170208,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,10,1,0.1337795,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,1,1,0.03652191,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,6,1,0.02106285,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,3,1,0.03495789,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,2,7,1,0.1021156,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,6,1,0.1002903,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,4,1,0.050457,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,2,1,0.03313637,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,1,1,0.03674316,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,8,1,0.05205917,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,7,1,0.03607941,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,10,1,0.50243,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,9,1,0.06626892,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,5,1,0.01860046,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,1,3,1,0.1526604,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,2,1,0.1850624,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,6,1,0.1472664,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,9,1,0.1644783,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,4,1,0.03477478,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,1,1,0.1346893,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,3,1,0.3592949,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,7,1,0.2666588,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,8,1,0.08486938,False
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,10,1,0.1490898,True
da7d7548-441e-46f5-b2b7-fc6bbc64bfb2,3,5,1,0.02009201,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,9,1,0.484683,True
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,2,1,0.1517344,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,8,1,0.1497622,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,4,1,0.2355165,True
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,10,1,0.1823359,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,5,1,0.06912613,True
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,1,1,0.1520195,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,6,1,0.07710075,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,3,1,0.5340614,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,3,7,1,0.5497627,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,2,1,0.1683903,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,6,1,0.5885086,True
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,5,1,0.1504078,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,10,1,0.285265,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,7,1,1.03458,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,9,1,0.1167469,False
f6c312b5-a3c3-4b5b-9f10-f5340d6957ce,2,1,1,0.03394318,True
f6e806d7-99eb-4476-821f-495ef323f82b,3,9,3,1.467582,False
f6e806d7-99eb-4476-821f-495ef323f82b,3,4,3,0.03455544,False
f6e806d7-99eb-4476-821f-495ef323f82b,3,2,3,0.7000408,True
f6e806d7-99eb-4476-821f-495ef323f82b,3,1,3,0.2996712,False
f6e806d7-99eb-4476-821f-495ef323f82b,3,7,3,0.4182262,True
f6e806d7-99eb-4476-821f-495ef323f82b,3,5,3,0.3365211,True
f6e806d7-99eb-4476-821f-495ef323f82b,3,8,3,0.1683941,False
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,6,3,16.17995,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,4,3,0.1841125,False
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,7,3,4.369171,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,5,3,8.049225,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,3,1,8.207169,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,10,3,4.785248,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,9,3,4.235931,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,1,3,2.650482,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,8,1,2.646713,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,2,2,1,6.86528,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,6,3,3.501938,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,3,3,2.701355,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,9,1,2.166245,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,4,3,2.400696,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,7,3,2.633804,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,5,1,3.41716,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,10,1,2.065598,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,8,3,3.5466,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,2,2,5.514496,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,1,1,3,2.28334,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,1,3,1.967163,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,7,3,2.849976,False
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,10,3,2.986526,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,4,3,3.48819,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,2,3,3.317413,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,5,3,1.416626,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,8,3,1.533905,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,6,1,2.116974,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,3,1,1.687469,True
b832de3a-e1f2-4399-9e76-56206fdb32e1,3,9,2,1.649323,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,3,3,1.725525,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,5,3,2.301147,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,8,1,1.072998,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,10,2,1.134918,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,7,3,1.210358,True
a97a51a4-79c2-44c9-bd59-7d82bfd41164,2,1,3,1.534668,True
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,7,3,12.31883,True
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,6,3,1.117767,True
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,5,3,0.01748085,True
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,2,3,0.09430885,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,3,3,0.07836914,True
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,4,3,1.916161,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,8,3,0.4612522,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,10,2,0.0182724,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,9,1,0.2854843,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,3,1,3,0.5186043,False
e42afa88-5f8e-43ff-8d6f-6b39b72fae41,2,5,3,1.718224,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,2,3,1.551863,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,10,3,1.902598,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,6,3,2.950768,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,7,2,2.084503,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,8,1,2.867535,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,3,3,1.333759,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,4,3,0.9889584,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,9,3,1.467091,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,5,1,1.017876,True
655f06fb-6367-48b6-9386-f202ef470e4c,3,1,1,1.082928,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,4,2,2.717777,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,2,3,8.573948,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,3,3,8.199314,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,10,1,3.401264,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,8,3,1.888634,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,9,1,10.48164,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,6,3,9.420822,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,5,1,1.084808,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,7,3,3.035538,True
655f06fb-6367-48b6-9386-f202ef470e4c,2,1,3,1.597404,True
655f06fb-6367-48b6-9386-f202ef470e4c,1,1,2,1.034569,True
655f06fb-6367-48b6-9386-f202ef470e4c,1,5,3,6.81501,True
655f06fb-6367-48b6-9386-f202ef470e4c,1,3,3,2.300667,True
655f06fb-6367-48b6-9386-f202ef470e4c,1,8,1,1.333191,True
655f06fb-6367-48b6-9386-f202ef470e4c,1,9,3,3.133995,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,5,2,2.617188,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,9,2,3.650078,False
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,3,1,1.701515,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,10,3,1.396515,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,6,3,1.284615,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,7,3,1.202927,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,4,1,0.9839935,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,2,3,1.200035,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,1,3,1.383965,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,3,8,1,2.704338,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,7,2,2.184814,False
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,6,3,1.407776,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,4,3,0.9829712,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,5,3,1.433411,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,2,3,1.876801,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,8,3,1.399979,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,9,3,1.176285,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,10,1,2.499298,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,3,1,1.330048,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,2,1,2,1.450577,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,6,3,2.652069,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,1,1,1.280472,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,4,3,1.38353,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,3,3,1.341888,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,8,1,1.533585,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,7,3,1.418442,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,10,2,1.201263,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,2,3,1.207184,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,9,1,0.9839172,True
522983d1-6f6b-4e4e-ab46-a6e34f82214b,1,5,3,1.549622,True
905a2934-85c6-42a0-8238-e20106c06a59,2,4,1,7.579197,True
905a2934-85c6-42a0-8238-e20106c06a59,2,7,2,1.258877,False
905a2934-85c6-42a0-8238-e20106c06a59,2,1,3,1.066744,True
905a2934-85c6-42a0-8238-e20106c06a59,2,10,2,1.052315,False
905a2934-85c6-42a0-8238-e20106c06a59,2,8,1,1.033886,True
905a2934-85c6-42a0-8238-e20106c06a59,2,2,3,1.189571,True
905a2934-85c6-42a0-8238-e20106c06a59,2,3,2,3.46748,True
56018af5-4063-4da1-9e9b-833c7e474d65,2,8,1,1.07502,True
56018af5-4063-4da1-9e9b-833c7e474d65,2,6,2,1.233514,False
56018af5-4063-4da1-9e9b-833c7e474d65,2,2,3,1.267019,True
56018af5-4063-4da1-9e9b-833c7e474d65,2,9,3,7.150054,True
56018af5-4063-4da1-9e9b-833c7e474d65,2,7,2,7.268969,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,3,1,5.020141,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,7,2,0.8945465,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,1,3,1.151251,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,2,3,0.9346943,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,9,3,0.7336712,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,6,1,1.010576,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,10,3,0.8352222,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,8,3,1.099926,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,5,1,1.067827,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,3,4,3,0.883667,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,6,1,3.167416,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,8,2,0.9442978,False
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,9,3,0.9015694,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,3,1,0.8019142,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,1,3,0.9013367,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,5,1,0.9124908,True
f2dbbf1d-1e35-4adc-93fd-d036ff0a3768,1,7,2,1.667374,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,4,3,1.334652,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,7,2,1.434289,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,3,1,2.649412,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,8,3,1.234444,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,10,3,1.139696,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,6,1,1.7309,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,2,3,1.583574,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,5,1,0.8457623,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,9,3,0.9166393,True
a19ba671-5fb8-451b-8779-d14f828037fa,2,1,3,0.9848385,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,8,3,1.618107,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,4,3,1.267376,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,7,2,0.8524399,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,1,3,1.201473,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,6,1,1.002201,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,3,1,1.076946,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,5,1,1.134369,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,2,3,1.2831,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,9,3,0.9901733,True
a19ba671-5fb8-451b-8779-d14f828037fa,1,10,3,1.134842,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,3,1,1.521568,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,6,1,1.265514,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,10,3,0.8182068,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,2,3,0.9697342,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,1,3,0.7502213,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,7,2,1.283501,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,9,3,3.494286,True
a19ba671-5fb8-451b-8779-d14f828037fa,3,8,2,1.272652,False
a19ba671-5fb8-451b-8779-d14f828037fa,3,4,3,0.4031906,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,7,2,3.628223,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,6,1,3.048176,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,4,3,1.441301,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,8,3,1.772402,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,2,3,2.005274,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,5,1,1.573833,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,1,3,1.02721,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,9,3,1.060421,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,10,3,1.043674,True
d95c4a13-a35b-4ece-ba82-fa9acac04940,2,3,1,0.910881,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,2,3,2.203365,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,1,3,1.027275,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,10,3,4.645016,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,7,3,0.6124878,False
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,6,3,0.2984047,False
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,8,3,0.3147659,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,5,3,0.3810692,False
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,4,3,0.3478012,True
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,3,3,0.4135094,False
acf2edd2-d8a3-4dd5-aa7b-2197547c5da8,3,9,3,0.3646927,True
